,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1455,RABIA SIDDIQUI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1456,DUR-E-SHAWAR AGHA,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1457,MEHWISH ARSALAN LODHI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1458,FARAH AHMED,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MSIT,"Biztek Institute Of Business & Technology,Karachi",Pakistan,,,
1459,SYED MUSLIM JAMEEL,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,M.E,Mehran University of Engineering & Technology,Pakistan,,,
1460,SANOBER SOOMRO,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1461,Dr. Syed Akhter Raza,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1462,Mr.Muhammad Siddiq,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1463,Dr. Adnan Nadeem,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1464,Ms. Asima Nisar,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1465,Dr. Farhan Shafiq,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1466,Dr. Muhammad Sarim,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1467,Ms. Uzma Afzal,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1468,Dr. Kamran Ahsan,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1469,Mr. Shaikh Kashif Riffat,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1470,Ms. Shazia Usmani,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1471,Mr. Kashif Laeeq,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1472,Ms. Naheed Azeem,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1473,Mr. Muhammad Khalid Sheikh,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1474,Dr. Arzoo Ateeq,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1475,Mr. Kashif Rizwan,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Lecturer,,,,,,
1476,Prof. Dr. Muhammad Shahab Siddiqui,Jinnah University for Women,Computer Science & IT,Sindh,Professor,Ph.D,Hamdard University,Pakistan,,,
1477,Prof. Dr. Abu Turrab Alam,Jinnah University for Women,Computer Science & IT,Sindh,Professor,Ph.D,University of Surrey,UK,,,
1478,Ms. Narmeen Zakaria Bawany (Chairperson),Jinnah University for Women,Computer Science & IT,Sindh,Associate Professor,ME,Sir Syed University of Engineering and Technology,Pakistan,,,
1479,Ms. Saima Amber,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,,
1480,Ms. Samia Ghazala,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,ME,NED University of Engineering And Technology,Pakistan,,,
1481,Ms. Sadia Javed,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,ME,NED University of Engineering And Technology,Pakistan,,,
1482,Ms. Ramsha Ali,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,,
1483,Ms. Ummay Faseeha,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,ME,Hamdard University,Pakistan,,,
1484,Ms. Saba Mazhar,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,MBA,Institute of Business Administration,Pakistan,,,
1485,Ms. Sumaira Ahmed,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,University of Karachi,Pakistan,,,
1486,Ms. Anum Hameed,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1487,Ms. Hafiza Anisa Ahmed,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1488,Ms. Syeda Anum Zamir,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MSc,Jinnah University for Women,Pakistan,,,
1489,Ms. Javairia,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1490,Ms. Farheen Mannan,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MSSE,Sir Syed University of Engineering and Technology,Pakistan,,,
1491,Ms. Syeda Yousra Rizvi,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BE,Mehran University of Engineering & Technology,Pakistan,,,
1492,Ms. Kanwal Zahoor,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1493,Ms. Iqra Khalil,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MCS,University of Karachi,Pakistan,,,
1494, Ms. Humaira Meraj,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1495,Ms. Afreen Fatima,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Hamdard University,Pakistan,,,
1496,Ms. Tehreem Qamar,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1497,Ms. Tehreem Hussain,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1498,Ms. Farheen,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,,
1499, Ms. Kainat,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1500,Shahid Khan,Khadim Ali Shah Bukhari Institute of Technology,Computer Science,Sindh,Assistant Professor/HoD ,MCS,,,,,Mphil in progress
1501,Abdul Kabeer Kazi,Khadim Ali Shah Bukhari Institute of Technology,Computer Science,Sindh,Associate Professor,PhD,,,,,
1502,Aamir Hussain,Khadim Ali Shah Bukhari Institute of Technology,Computer Science,Sindh,Assistant Professor,MS,,,,,
1503,Muhammad Mobeen Movania ,DHA Suffa University,Computer Science,Sindh,Assistant Professor/HoD ,PhD, Nanyang Technological University,Singapore,,"GPU based volume rendering, Biomedical imaging and visualization, Soft body simulations, Physically based animation, Physically based rendering, Cloth simulation, Augmented reality ",
1504, Hironao Takahashi ,DHA Suffa University,Computer Science,Sindh,Associate Professor,PhD,Tokyo Institute of Technology,Japan,,Ontology-based Classification and Mind Uploading ,
1505,Navid Jamil Malik ,DHA Suffa University,Computer Science,Sindh,Assistant Professor/Director,PhD,,,,"Intelligent Control , Curriculum Development , Engineering Education , Teaching Mathematics for Engineering , Higher Education Leadership , Soft Skills ",
1506,Rauf A. S. Malick ,DHA Suffa University,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,"Computational Biology , Big Data Analysis , Computational Social Science ",
1507,Syed Hammad Ahmed ,DHA Suffa University,Computer Science,Sindh,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,,"Big Data Analytics ,Data Mining , Machine Learning , Human Computer Interaction ",
1508,Naila Shahzada ,DHA Suffa University,Computer Science,Sindh,Assistant Professor,MS,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,,"Data Provenance , E-Commerce , Data WareHouse ",
1509,Twaha Ahmed Minai ,DHA Suffa University,Computer Science,Sindh,Assistant Professor,Mphil,University of Karachi,Pakistan,," Bioinformatics , Biometrics , Social Computing ",
1510,Bilal Hayat,DHA Suffa University,Computer Science,Sindh,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,,,
1511,Tehniat Mirza ,DHA Suffa University,Computer Science,Sindh,Senior Lecturer,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,,
1512,Raazia Sosan ,DHA Suffa University,Computer Science,Sindh,Senior Lecturer,MS,Hamdard University,Pakistan,,,
1513,Aneela Nargis ,DHA Suffa University,Computer Science,Sindh,Senior Lecturer,MS,Hamdard University,Pakistan,,,
1514,Zubair uddin Shaikh ,DHA Suffa University,Computer Science,Sindh,Lecturer,BS,International Islamic University,Pakistan,,"Data Mining, Computer Architecture, Design and Analysis of Algorithms ",
1515,Muhammad Khalid Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Director,PhD,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Intelligent and Multi-Agent Systems,
Scheduling issues in Distributed Systems
Security and Management Issues in Next Generation Networks",
1516,Khurrum Nazeer Junejo,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Lahore University of Management Sciences,Pakistan,,"Data & Text Mining, Machine Learning, Research Trends in Artificial Intelligence, Information Retrieval, Computability and Complexity, Graph Theory and Algorithms.",
1517,Maaz Bin Ahmad,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Centre for Advanced Studies in Engineering,Pakistan,,"Insider threats Detection
Risk Assessment & prevention
Efficient Video Processing Techniques
Cloud Computing",
1518,Muhammad Taha Jilani,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Universiti Teknologi PETRONAS,Malaysia,,"Internet of Things
Smart Sensors & Networks",
