,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
711,Ms. Tehreem Ijaz,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MA,National University of Modern Languages,Pakistan,,,
712,"Ms. Kainat Anjum,",Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MA,Universtiy of Lahore,Pakistan,,,
713,Mr. Suleman Shah,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,,,
714,"Mr. Shahid Rashid,",Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MS,"HITEC University,Taxila",Pakistan,,,
715,Ms. Shamsa Kanwal,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MCS,Pir Mehr Ali Shah Arid Agriculture University,Pakistan,,,
716,Mr. Afrasiab Kaikobad,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,BSIT,Pir Mehr Ali Shah Arid Agriculture University,Pakistan,,,
717,Ms. Maria Niaz,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MSCS,National University of Sciences and Technology,Pakistan,,,
718,Mr. Jawad-Ur-Rehman,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MS,Bahria University,Pakistan,,,
719,Mr. M.Atta Ul Aleem,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MIT,Pir Mehr Ali Shah Arid Agriculture University,Pakistan,,,
720,Ms. Ammarah Abbas,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MSC,Allama Iqbal Open University,Pakistan,,,
721,Ms. Nadia Ghaffar,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MCS,Pir Mehr Ali Shah Arid Agriculture University,Pakistan,,,
722,Mr. Muhammad Qasim Shahzad,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,,,,,,
723,Mr. M. Azeem Mushtaq,Barani Institute of Information and Technology,Computer Science,Punjab,Lecturer,MCS,Pir Mehr Ali Shah Arid Agriculture University,Pakistan,,,MSCS in progress UAAR
724,Ms. Bushra Bashir Chaudhry,Fatima Jinnah Women University,Software Engineering,Punjab,Assistant Professor,,,,,,
725,Ms. Tahira Mahboob,Fatima Jinnah Women University,Software Engineering,Punjab,Assistant Professor,MS,"University of Engineering and Technology,Taxila",Pakistan,2012.0,,
726,Ms. Rabail Shafique Satti,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,MS,,,,,
727,Ms. Aliya Ashraf Khan,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,,,,,,
728,Ms. Mehreen Sirshar,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,,,,,,
729,Ms. Sobia Khalid,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,,,,,,
730,Ms. Saria Safdar,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,,,,,,
731,Ms. Sidra Ejaz,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,,,,,,
732,Ms. Irum Matloob,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,,,,,,
733,Ms. Hina Shafique,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,,,,,,
734,Ms. Sumaira Shaukat,Fatima Jinnah Women University,Software Engineering,Punjab,Lecturer,,,,,,
735,Ms. Anam Ijaz,Fatima Jinnah Women University,Software Engineering,Punjab,Associate Professor,,,,,,
736,Ms. Sehrish Firdous,Fatima Jinnah Women University,Software Engineering,Punjab,Associate Professor,,,,,,
737,Dr. Sumaira Sultan Minhas,Fatima Jinnah Women University,Software Engineering,Punjab,Assistant Professor,PhD,University of Manchester,UK,2016.0,,
738,Aftab Ahmed,FAST(Faisalabad),Computer Science,Punjab,Professor/HoD,PhD,"University of Wales,Aberystwyth",UK,1996.0,"curriculum development, professional ethics; software design architectures; software process modeling and improvement; and software testing and quality assurance.",
739,Hashim Yasin,FAST(Faisalabad),Computer Science,Punjab,Assistant Professor,PhD, University of Bonn,Germany,2016.0,"vision-based 3D motion retrieval and reconstruction, 3D pose estimation, action recognition, machine learning, motion synthesis and analysis etc.",
740,Rana Asif Rehman,FAST(Faisalabad),Computer Science,Punjab,Assistant Professor,PhD, Hongik University,South Korea,2016.0,"Design and development of energy efficient routing protocols,Cross layer architectures,Caching and forwarding schemes for cognitive radio ad hoc networks,named data networking based wireless networks",
741,Maria Maqsood,FAST(Faisalabad),Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2013.0,Security Issues in Agile Methodologies,
742,Rizwan Ul Haq,FAST(Faisalabad),Computer Science,Punjab,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,2005.0,,
743,Shakeel Anjum,FAST(Faisalabad),Computer Science,Punjab,Assistant Professor,MS,"International Islamic University,Islamabad",Pakistan,2009.0,,
744,Adeel Ashraf Cheema,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2008.0,Recommender Systems Intelligent Information Systems Geographical Information Systems and Remote Sensing Data Warehousing and Data Mining,
745,Aneela Safdar,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,Pakistan Institute of Engineering and Applied Sciences,Pakistan,2016.0,"Network Security and Monitoring,Digital Forensics,Real time Visualization,Complex Event Processing.",
746,Asma Sattar,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,University of Engineering and Technology,Pakistan,2015.0,"Machine Learning Prediction and Recommendation ,Data Mining ,Mobile Application Development",
747,Asra Ashraf,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,2015.0,,
748,Hafiz Tayyeb Javed,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2016.0,"Game Intelligence,Adaptive Price Formulation,Data Mining & Machine Learning",
749,Muhammad Atif,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2016.0,"Machine Learning & Data mining,Applications of computational intelligence in games,Effective computing",
750,Muhammad Saad,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,"Skolkovo Institute of Science and Technology, ",Russian Federation,2015.0,,
751,Nasreen Akhtar,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,Agricultural University Peshawar,Pakistan,2016.0,Data Mining,
752,Rida Ghafoor,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,2015.0,,
753,Shahid Iqbal,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2017.0,"Graph Theory,Evolutionary Computing,Data Mining and Machine Learning",
754,Tahir Farooq,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,National Textile University,Pakistan,2016.0,BigData,
755,Zain Iqbal,FAST(Faisalabad),Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2015.0,"Artificial Intelligence, Computational Intelligence, Machine Learning, swarm intelligence, evolutionary algorithms, and expert systems. ",
756,Usman Ghous,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,FAST– National University of Computer and Emerging Sciences,Pakistan,2016.0,Data Analytics,
757,Faryal Saud,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,FAST– National University of Computer and Emerging Sciences,Pakistan,2013.0,,MS in progress from FAST
758,Khalid Hussain,FAST(Faisalabad),Computer Science,Punjab,Instructor,MS,"FAST– National University of Computer and Emerging Sciences,Chiniot-Faisalabad",Pakistan,,Signal Processing and machine learning.,
759,Maham Shabbir,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,National University of Sciences and Technology,Pakistan,2012.0,,MS in progress from FAST
760,Mazhar Husaain,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,"FAST– National University of Computer and Emerging Sciences,Peshawar",Pakistan,2015.0,,MS in progress from FAST Peshawar
761,Saqib Hayat,FAST(Faisalabad),Computer Science,Punjab,Instructor,BS,FAST– National University of Computer and Emerging Sciences,Pakistan,2013.0,,
762,Muhammad Ashraf Iqbal,University of Central Punjab,Computer Science,Punjab,Dean,PhD,University of Engineering and Technology,Pakistan,,,
763,Ahmad Shabbar Kazmi,University of Central Punjab,Computer Science,Punjab,Head of Department,PhD, Boston University,USA,1999.0,Neural Networks,
764,Shahid S. Siddiqi,University of Central Punjab,Computer Science,Punjab,Professor,PhD,Brunel University,UK,1994.0,,
765,M. Suhyel Umar,University of Central Punjab,Computer Science,Punjab,Professor,,,,,,
766,Shafiq Ur Rahman,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,George Washington University,USA,1993.0,"Natural Language Processing (Morphological Analysis, Annotated Corpus building, Lexical resources), Secure Communication on Internet (IPSec) esp. Key Management Issues for Single Source Multicast Groups and Routing in Mobile Ad-Hoc Networks (Unicast, multicast), Lock-Free Data Structures and Urdu fonts ",
767,Nauman Mazher,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,Centre for Advanced Studies in Engineering,Pakistan,2011.0,"Nature Inspired computing and I developed a novel Artificial Immune System (AIS) security framework for the Mobile Adhoc Network (MANET) routing protocol BeeAdHoc, based on the foraging principles of honey bees.",
768,Karrar Haider,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,University of the Punjab,Pakistan,2011.0,Physics,
769,Adnan N. Qureshi,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD, University of Bedfordshire,UK,2015.0,,
770,Muhammad Amjad Iqbal,University of Central Punjab,Computer Science,Punjab,Associate Professor,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,2010.0,"Computational Intelligence,Multimodal Function Optimization,Data Clustering,Image Segmentation


",
771,Shahzad Majeed Tiwana,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,University Of Southern California,USA,2010.0,,
772,Muhammad Humayoun,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,University of Grenoble,France,,NLP,
773,Amir Shahzad,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,Beihang University,China,," combinatorics, information theory and signal processing. Specific areas are problem in extremal and probabilistic methods in combinatorics, spectral graph theory, coding for distributed storage, interference channels.",
774,Sadaf Baloch,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,Institute of Business Administration,Pakistan,2011.0,,
775,Saeed Iqbal Khattak,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,,"MACHINE LEARNING (TEXT/IMAGES) AND COMPUTER VISION , CLOUD Computing, Big Data",PhD in progress from UCP
776,Kamran Shabbir,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,,,
777,Irfana Omar,University of Central Punjab,Computer Science,Punjab,Senior Lecturer,M.Phil,Allama Iqbal Open University,Pakistan,2011.0," epistemological access to higher education, role of ICT in motivating English language learners in ESL classroom at university level, and role of non-verbal communication in teaching-learning process of English.",PhD in progress from UMT
778,Maria Naseem,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,"Abdus Salam School of Mathematical Sciences,GC University",Pakistan,2017.0,graph theory and combinatory.,
779,Sajid Hussain,University of Central Punjab,Computer Science,Punjab,Assistant Professor,Master,Linköping University,Sweden,,,
780,Adnan Ghafoor,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,"International Islamic University,Islamabad",Pakistan,,Reconfigurable Asynchronous Adaptive Processing and hardware realization of complex Image processing and communication algorithms.,
781,Talat Yasmin,University of Central Punjab,Computer Science,Punjab,Assistant Professor,M.Phil,National College of Business Administration and Economics,Pakistan,2014.0,Statistics,PhD in progress from NCBA&E
782,Imtiaz Riaz,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,COMSATS Institute of Information Technology,Pakistan,2014.0,Mathematics,
783,Faisal Masud Shaikh,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,National University of Sciences and Technology,Pakistan,2006.0,Telecom,
784,Farah Naz Raza,University of Central Punjab,Computer Science,Punjab,Assistant Professor,,,,,,
785,Muhammad Mustafa Hassan,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MSc,"Åbo Akademi University,",Finland,,"Design Science, Human-Computer Interaction, Participatory Design, Interaction Design, Computer Science Education, Novel Pedagogies and Learning Theories.",PhD in progress 
786,Imran Arshad Choudhry,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,University of Central Punjab,Pakistan,,"Computer Basics and Electronics, Logic and Design, Low level Programming, Computer Architecture, Database Design and Administration and Networking.",
787,Zaid Munir,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2011.0,"Telecom,Networking",
788,Mohsin Abbas,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,University of Ulm,Germany,2011.0,,Phd in progress
789,Haroon Abdul Waheed,University of Central Punjab,Computer Science,Punjab,Assistant Professor,PhD,University of Central Punjab,Pakistan,2011.0,"Distributed & Parallel Computation, Security Aspects, Cloud Computing, Big Data Analysis, Formal Specification & Analysis, Business and Software Process Mining.",
790,Asad Umar Khan,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MSc,University of Agriculture,Pakistan,,,
791,Oumair Naseer,University of Central Punjab,Computer Science,Punjab,Assistant Professor,,,,,,
792,Aqsa Mehnoor,University of Central Punjab,Computer Science,Punjab,Lecturer,Bachelors,University of Central Punjab,Pakistan,2016.0,,
793,Ather Suleman,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,2013.0,,
794,Muhammad Ali,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,,"System designing, development, project management, consultation",
795,Muhammad Irfan Anjum,University of Central Punjab,Computer Science,Punjab,Lecturer,PhD,Quaid-i-Azam University,Pakistan,,,
796,Maria Zafar,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,,,
797,Moomal Qureshi,University of Central Punjab,Computer Science,Punjab,Senior Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,,,
798,Uzair Ali,University of Central Punjab,Computer Science,Punjab,Lecturer,Bachelors,University of Central Punjab,Pakistan,2015.0,,
799,Muhammad Usman,University of Central Punjab,Computer Science,Punjab,Lecturer,M.Phil leading to PhD,University of Notre Dame Indiana ,USA,,,
800,Ayesha Zaheer,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,Lahore University of Management Sciences,Pakistan,2016.0,,
801,Saba Naseem,University of Central Punjab,Computer Science,Punjab,Lecturer,,,,,,
802,Amina Mukhtar,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2010.0,,
803,Sumaira Sharif,University of Central Punjab,Computer Science,Punjab,Lecturer,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,,,
804,Waseem Aslam,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,2014.0,,
805,Syed Nisar Ali,University of Central Punjab,Computer Science,Punjab,Senior Lecturer,M.Phil,Quaid-i-Azam University,Pakistan,2013.0,,
806,Samia Asloob Qureshi,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2010.0,,
807,M. Rehan Abbas,University of Central Punjab,Computer Science,Punjab,Senior Lecturer,MS,University of Engineering and Technology,Pakistan,2013.0,,
808,Zain Ul Abadin Zafar,University of Central Punjab,Computer Science,Punjab,Lecturer,PhD,University of Engineering and Technology,Pakistan,2013.0,,
809,Saba Javed,University of Central Punjab,Computer Science,Punjab,Lecturer,,,,,,
810,Awais M. Lodhi,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2006.0,,
811,Namra Sheikh,University of Central Punjab,Computer Science,Punjab,Lecturer,MS,University of Engineering and Technology,Pakistan,2016.0,,
812,M. Usman Afzal,University of Central Punjab,Computer Science,Punjab,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2003.0,,
813,Muhammad Rizwan Ali,University of Central Punjab,Computer Science,Punjab,Associate Professor,Bachelors,Punjab University College of Information Technology,Pakistan,2010.0,,
814,Ahmed Abd-e-Muneeb Niazi,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,,,
815,Shaista Siddique,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,,,
816,Saad Azhar Saeed,University of Central Punjab,Computer Science,Punjab,Associate Professor,M.Phil,FAST– National University of Computer and Emerging Sciences,Pakistan,,Big Data | Recommender system in cloud computing,
817,Nabia Mansoor,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,National University of Sciences and Technology,Pakistan,,,
818,Maida Khan,University of Central Punjab,Computer Science,Punjab,Associate Professor,BS,Punjab University College of Information Technology,Pakistan,,,M.Phil in progress
819,Muhammad Mubashir Hassan,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,National University of Sciences and Technology,Pakistan,,,
820,Suneel Kumar,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,COMSATS Institute of Information Technology,Pakistan,2016.0,"Wireless sensor networks,Wireless adhoc networks",
821,Amna Shahnawaz,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,Lahore University of Management Sciences,Pakistan,2017.0,,
822,M Zohaib,University of Central Punjab,Computer Science,Punjab,Associate Professor,MSc,University of Engineering and Technology,Pakistan,,,
823,Love Kummar,University of Central Punjab,Computer Science,Punjab,Associate Professor,BS,COMSATS Institute of Information Technology,Pakistan,,,
824,Hannan Ejaz Keen,University of Central Punjab,Computer Science,Punjab,Associate Professor,,,,,,
825,Aadil Jamshaid,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,COMSATS Institute of Information Technology,Pakistan,2016.0,,
826,Nabeel Ahsan,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,Ilmenau University of Technology,Germany,,"IoT (Internet of Things),  RFID systems for IoT,RF MEMS & Antenna Design,UMTS/LTE, LTE advanced,UMTS/LTE, LTE advanced",
827,Javaria Arshad,University of Central Punjab,Computer Science,Punjab,Associate Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,2015.0,,
828,Dr. Aftab Ahmad Malik,Lahore Garrison University,Computer Sciences,Punjab,Professor,Ph.D,,,,,
829,Mrs. Shazia Saqib,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor/Dean,Ph.D(Scholar),,,,,
830,Mr.Tahir Alyas,Lahore Garrison University,Computer Sciences,Punjab,Head of Department,Ph.D(Scholar),,,,,
831,Dr. Haroon ur Rashid,Lahore Garrison University,Computer Sciences,Punjab,Associate Professor,Ph.D,,,,,
832,Dr. Muhammad Nabeel Tahir,Lahore Garrison University,Computer Sciences,Punjab,Associate Professor,Ph.D,,,,,
833,Dr. Muhammad Adnan Khan,Lahore Garrison University,Computer Sciences,Punjab,Associate Professor,Ph.D,,,,,
834,Dr. Khalid,Lahore Garrison University,Computer Sciences,Punjab,Associate Professor,Ph.D,,,,"Digital Image Processing, Medical Imaging, Biomedical Signal Processing",
835,Ms. Sadia Kausar,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,Ph.D(Scholar),,,,,
836,Ms. Sundus Munir,Lahore Garrison University,Computer Sciences,Punjab,Senior Lecturer,M.Phil,,,,,
837,Syeda Binish Zahra,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,M.Phil,,,,,
838,Miss Qurat-Tul-Ain Khan,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,M.Phil,,,,,
839,Mr. Waseem Ahmad,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,M.Phil,,,,,
840,Mr. Taseer Suleman,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
841,Mr. M. Asfand Yar,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS (Scholar),,,,,
842,Ch. Muammad Habib,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
843,Mr. Waqas Ahmad,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
844,Mr. Umer Farooq,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,Ph.D (Scholar),,,,,
845,Mr. M. Saqib Aslam,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
846,Mr. Zaka Ullah,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
847,Ms. Shamaila Shafiq,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
848,Engr M. Nadeem Ali,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
849,Mr. Taimoor Hassan,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
850,Mr. Haider Sultan Ahad,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
851,Ms. Aisha Tahseen,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS (Scholar),,,,,
852,Mr. Waqar Azeem,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,Ph.D (Scholar),,,,,
853,Mr. Mansoor Ul Hassan,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,MCS,,,,,
854,Mr. Muhammad Sajid Farooq,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MCS,,,,,
855,Mr. Hassan Sultan,Lahore Garrison University,Computer Sciences,Punjab,Associate Professor,MS,,,,,
856,Ms. Laraib Kanwal,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
857,Mr. Jaleel,Lahore Garrison University,Computer Sciences,Punjab,Associate Professor,MCS,,,,,
858,Mr. Mubashar Hanif,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,BSCS,,,,,
859,Ms. Ayesha Nasir,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,MPhil,,,,,
860,Ms. Noor ul Qamar,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,MCS,,,,,
861,Ms. Shan e Zara,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,MPhil,,,,,
862,Ms. Afrozah Nadeem,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,BSCS,University of Engineering and Technology,Pakistan,,,
863,Ms. Arfa,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,MPhil,,,,,
864,Mr. Muhmmad Asif,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,UK,,,
865,Mr. Salman Zafar,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
866,MR. AWAIS SALMAN QAZI,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MSc,,,,,
867,MR. RAFAQAT ALAM KHAN,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,,
868,MS. Hira Mobeen,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,MPhil,,,,,
869,Mr. Muhammad Zulkifl Hasan,Lahore Garrison University,Computer Sciences,Punjab,Senior Lecturer,MSc,,UK,,"Networking, Telecommunication, Project Management, Linux Admin",
870,Mr. Umair Waqas,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,National University of Sciences and Technology,Pakistan,,Mobile Development,
871,Ms. Areej,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,,,,,,
872,Mr. Aammar,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,,,,,,
873,Mr. Hassaan Rafiq,Lahore Garrison University,Computer Sciences,Punjab,Assistant Professor,MS,,,,Natural Language Processing,
874,Ms. Kashaf-Ad-Dooja,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,Networking,
875,Ms. Rubab Anam,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,MS,,,,Networking,
876,Mr. Arslan,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,,,,,,
877,Ms. Akifa Abbas,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,,,,,,
878,Ms.Maryam,Lahore Garrison University,Computer Sciences,Punjab,Lecturer,,,,,,
879,Mr. Sabir Abbas,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,Mphil,,,,,
880,Ms. Addan Sarah Safdar,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,BS,,,,,
881,Mr. Hafiz Burhan Ul Haq,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,Mcs,,,,Web development & Database,
882,Ms. Sadia Zafar,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,Mcs,,,,Web development & Cloud Computing,
883,Ms. Horeen,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,Mcs,,,,,
884,Ms. Kiran,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,Mcs,,,,,
885,Mr. Waqas,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,Mphil,,,,,
886,Mr. Rubas,Lahore Garrison University,Computer Sciences,Punjab,Assistant Lecturer,,,,,,
887,Prof. Dr Syed Mansoor Sarwar,Punjab University College of Information and Technology,Information Technology,Punjab,Principal,PhD, Iowa State University, USA,1988.0,"Operating Systems, Data Structures, Programming Languages",
888,Dr. Muhammad Murtaza Yousaf,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD, University of Innsbruck,Austria,2008.0,"Structures, Automata Theory",
889,Dr. Shahzad Sarwar,Punjab University College of Information and Technology,Information Technology,Punjab,Assistant Professor,PhD,Vienna University of Technology,Austria,2008.0,"Computer Networks, Topics in Internet Research, Optical Communications, Performance Modeling",
